polarity,text
1,@josephranseth dude .. girls should be drooling for you *giggles* why worry mr. awesome hehe  I am not that great thats why i worry LOL!
1,watched CRAZY BMXers today=  definition of SICK! 
1,@PerezHilton Susan Boyle is totally overrated - come on Stavros Flatley!! Btw you rock 
0,"@Miss_Deemented @dandylyons Oh no!    That's why I, uh... never log out...  And cos I'm lazy."
1,Is going to enjoy her last 2 days of freedom. Oh &amp; I'M SO EXCITED its only 17 days until i'm america bound. I can't wait to see the man 
0,is in the library......bad times 
1,@worldofchris ... I'm too scared to try starting a Genius playlist with it in case Itunes implodes 
0,Cant go back 2 sleep! 
0,@oneblackbear no fair! I just have stupid water 
1,In Guada's house! Eating our hearts out till midnight 
0,I miss @julianna12369 soooo much 
1,"In a lazy sunday; just had a very late lunch,and forget to buy PR,we're on page 16 "
1,Oh well I'll suck it up. 
0,@GBGames I rescanned and didn't get anything. It deleted all the channel labels I'd set up though. 
0,http://twitpic.com/7wn0e - My monkey sick 
0,ugh...think i have an ear infection 
1,will be eating briyani with mother  WOO HOO
0,@lazone My reply is no 
0,"hurry up bitches!! Its 12:45, I wanna go home "
1,out for a dinner with my family 
0,ok i had my cold lunch. now another round of cough meds and sleep again 
0,"With that being said, I think I'm gonna go watch Natural Born Killers. Very romantic movie in my eyes. I miss my man again. "
0,@BIGDOTSTRY_79 awwww  my poor hunnie!!!!! I wanna come early to take care of you lol
0,@BOPandTigerBeat i love those boys. i missed the chat yesterday  it was the firts &amp; only one i'll miss though! &lt;333 Nick Jonas &lt;3333
1,@Wreckchaser09 lol huh? when u r done? dare i ask 
0,another series of ideal over.  we should start an ideal trend #Ideal
1,@HOLRENEE not anymore....but I've been known to do that in my prime...  
1,@MandyPandy32 that is good news! (not being pink of course!) - bodes well for the event! 
0,@marinanyc boo I am on the Cape this weekend. Till next time... 
0,"I need a hug, a massage and a big glass of Iced tea "
1,"Good morning, have a great Sunday! "
1,@simply_pink youï¿½re looking so intellectual today 
1,@markdeyesso You should. Then out parents can hang out while we're at church. And then we have more time to spend together. 
0,Simon feels poorly and my wrist/hand hurts... and I work late tonight. today is icksy  I dun likeeeee
0,@BerryLuscious i feel your pain.  ugh
0,Got into a car accident!  me and honey are shaken up!  The mr. man hit me!!!!!!!!!!! &gt;
0,just got off work...still stuck n washington 
1,Awwww...hubby sent me flowersssssssssssss 
1,"@brandonuttley You're welcome.  Nice book, by the way. "
0,Heard John Legend's &quot;This time&quot; played on RX..It's the first time that I pay attention on the lyrics...It made me to go emo state 
1,@mariapetersen I'll try my best to be at the Heather tomorrow for the tweetup 
0,"@mariusb @allankent alas I did not win #sfn - was very upset last night  but yes Allan, I'm still buying one ;)"
1,@NickiHunter Hey honey bunny!  Mwwahhh. 
1,is working.   I am so happy my job is a radio and not anything physically exhausting....
1,"at Narita airport, will board for Auckland, in 15 min. Although it isn't the most comfortable place in the world, I already miss Japan "
1,up for WoW whenever everyone else is. 
1,@Artmaker welcome back Art 
1,"@peterkirn the hidden track will be mailed to you , at some random point in time. It will be a 'surprise track' "
1,@SunshineODT Awww thanks! 
1,@lbryvxn it doesn't help that Rodriguez shot the film in such a way that it feels like a sweaty fuck. 
1,@Jonasbrothers how about fans? 
0,Lost and Found Lost Nikon Coolpix s210 - Bay to Breakers  (USF / panhandle): i lost my camera a.. http://tinyurl.com/q2k7vz
1,Fully recommend the pancake mix from http://www.glutenfreegoodies.co.nz. We had such the nomfest here 
0,@Alex_Lately I wish there was food here! 
1,Get: &quot;Fightstar - Mercury Summer&quot; here: http://tinyurl.com/dbm4n6 from: http://tinyurl.com/cnkhev  #musicmonday #freemusic
0,"Also, I'm taking note of the fact that my skinnies make my booty look HUGE... "
0,@KAYBUG_ i'm sorrrrrryyy!!! i do love you! i was hungry tho. lmao and i forgot to log on to ny phone 
1,@jasonsalas thanks Jason! Its my new ballin' Toronto Blue Jays hat 
0,the weather sucks! rainy and cloudy  
0,Q: How did i lose 6 pounds in 3 days?... A: Depression 
1,this is my 333rd update and i'm following 33 people hahahhaha simole i know 
1,"@mileycyrus hey, the climb debuted #11 on the VH1 top 20 countdown, congrads "
1,@TomFelton I'm heading to the park for some ice lollies and swingage  should be a blast  have a good day enjoy the bbq is u have one 
0,Is sad because the electricity is out and has been out for 2 hours and has a kazillion photos to edit 
0,@Pixie_Tinks and all absent 
0,@BendyyStrawz tell jesus it doesnt work 
0,@stevercw hey i just wanted to tell u that i love u and rcw soooo much and im really sad that ur not gonna be at warped in stl 
0,boo my dad threw out his old bike. no hipster fixed gear in my future 
0,"Just about to go get a tea with @LizzieLib, the sky has turned a nasty shade of black though "
0,work work work 
1,@DebBennett555  Well being hyper isn't going to let you get any good sleep...lol!!!  try some relaxing herbal tea...it helps me calm down 
1,"@gnoserif haha yeah.. hey if u know of anyone willing to let go of a ticket for Distant Worlds in your group, let me know "
0,Walked down to the shop and back. It's far too warm 
1,iMovie 09 isn't too bad once you get the hang of it. Definitely need a better camera than the flip though. Wonder if I can sell the cats? 
0,@lacylove no more punk look lacy? 
1,and i love your hair 
0,thinks that it's too hot to be at work 
1,Killin' time. Doin' nothin' really. 
0,I keep hackin and coughin and gaggin it's annoying I hate being sick 
0,had one helluva lousy day 
0,reality of me not seeing bey this year is setting in   I hate having to be a responsible adult with priorities...
0,hates today!! Shit happened! 
0,The movies suck right now... 
0,http://twitpic.com/6rur0 Poor Snow 2.0 
1,"cool animation with lights, check it out http://tinyurl.com/48ouep  #dfvp"
1,"ok its better now lol  its all good,.."
1,Spending the first night in my new place! 
1,"@RichardHShort I knoww, its gonna be great "
1,"Spencer and Heidi are so stupid, dry shampoo and tears?  It should not hurt the eyes "
1,Just cooked dinner and ate with @thecoryjohn 
1,@yuliakatkova I love it!  Cool Twitter cup!! 
0,"@jeanming ha! Sadly, I probably will too "
0,I feel lonely 
0,The FDA &amp; CDC say don't eat Nestle Toll House refrigerated cookie dough b/c risk of contamination of E. coli. (Nooooooo!) 
1,It's way past my bedtime! Night all 
0,Yes here we are again on crappy Thursday 
0,Just discovered Pepsi RAW....  is horrid.  
0,"Everything I do, I do for kinda shitty reasons. Sadface, tweeps! "
1,@Merc_hyn_di Thanks! 
0,@mjanofsky My last day in Williston is on Saturday. I'm going over to the Plattsburgh store. 
0,What is &quot;Trending Topic?&quot; Twitter is confusing. 
0,I definitely cant sleep 
1,today's XKCD is fuckin awesome  I don't think i've loled this hard at an XKCD comic in forevers.
0,@ashley_mac nah just got home from work and no one is around 
1,ate mac'n'chz out of my ARABIA bowls and juice from IITTALA last night- I love my Finnish dishes 
1,tickets for @failsafemusic in northampton and in birmingham purchased 
0,most annoying thing in life is coming home and seeing a grown man eatin yo food like he bought it! grrrrrrrrrrrrrrrrrrrrr (family  )
0,I'm off go bed tweeps! This weather is crazy 
0,Headache!tierd!missing my boyfriend @losoway22 I wish he didn't have to work so much 
0,Season finale aka LAUREN'S LAST EPISODE of the hills 
1,i'm being a giant bitch 
0,@amyasteria the downfall of technology is a bitch 
0,"@emma_oniell i know, right? "
1,@kokoe2 yeah...yummy til you eat too much of it. Me thinks I'm off kettlecorn for a bit now 
0,Gotta go to work 
0,@lexiHaynes I shoulda went with you guys... Now i gotta lay out alone  Haha what'd you get
1,@VideoBlogDiva Hey sista! Cool! Glad ya liked it! Wasn't sure. I'd love to help with the topics!!!! 
0,damn that ish with the air france flight is horrible.... 
0,waking up with a shitty headache sucks! way to ruin my whole day you stupid jerk headache 
0,@theredheadsaid just got back to my desk! 
0,"With the help of my mom and uncle my garden is tilled, primed for planting. My whole Sunday is dedicated to the task. And it's raining. "
0,Or...we can do this next week. 
1,@RagenFykes werd up...will doski! 
1,I think is gonna be a nice day  mr sun is out !!!!
1,@sharebrain right back atcha!! 
1,Goodmorning 
1,@eviii I'm even cuter. I watch Doraemon 
1,still awake... n i woke up at 8 this morning! 
1,"@GaryTylone Don't be sorry!  I like those, too "
1,i just picked out my first pair of shoes on shoedazzle.com.... 
0,"I still feel really sick, hopefully it goes away by tomorrow "
1,@hopefulauthor Awww... the perfect hostess  x
1,"Open mic poetry at Longbranch, come hang out with me "
0,@jddalton Nice image there. :p LOL Sorry ur still up.  Hope u gey some sleep soon. Do I have 2 come back n tuck u in? LOL
1,"@meezardra I know. Hey, have you heard of GMH? Gives me hope is the opposite of FML. Pretty neat. Made recently. "
1,"@xjackie lawlz, i really do love how you think you know me. when you know basically nothing about me other than the things i say online. "
0,aw got orthodontist today 
0,i tried  hope @imcudi foggy glasses cheer me up like it always does
0,@YayaOoh Awwww  He was seriously distressed just before TYK. I kinda hate that he's leaving the country haha.
0,@mileycyrus that sucks so badly miley  no pun intended either.
0,Had an awesome time hangin out by the pool with @HotMamaHas6Kids and family. Now just trying to hold back the tears! 
0,"...and the sweet guys I do meet, things turn out bad. "
0,"@Radha824 sit down shut up is bumped up to 7 pm, a surfire sign of it being cancelled "
0,"i hate it when i get home from work and knock out then wake up at midnite and i cant go back to sleep, someone entertain me please "
1,"@bear_eyes Haha! Hello bea, YOU'RE COMING BACK SOON, YAY!  Did you get any CDs for meeeeeee? "
0,@libbdork wait I just realized I'm following you - we must not ever talk 
0,"@balmeras I have lobster red arms and a red, blistered nose because I was dumb enough to not bother with sunblock and forgot my sunhat "
0,"Ich spreche nur Deutsch. Okay, I'll be thinking in German. The exam is scaring me! "
1,@mandyva one of our centers  not the one I'm based out of but I'm over there quite a bit 
1,@qteebug  Another Alicia Davis!  It's a small world... afteralll...
0,iPhone update not till tomorrow. It's breaking my geeky little heart 
1,just learned how to write in korean and how to say some words 
0,tryna studdiee but umm yeahhh not workkinq out .. im do a lil b4 tha test and @jimmysmacks wuss suppose 2 help but i quess no 
0,i kill my knee it hurtme soo much 
0,i am SOOOOO BORED on a saturday night. just me and a computer that's void of any friends right now. **sigh**  
0,"It's hot outside, I'm board and no one wants to do anything....  "
0,Madee and I are nite nite We miss our Daddy 
1,@Lisa_Veronica hey. try to listen to @ddlovat's 'until you're mine' it's a VERY good song. 
0,"Ohh, bad night.. it started out fun, but ended with a blinding headache. I missed half of Fischerspooner!! "
0,rain sucks 
1,working on a couple of projects that needs to be done ASAP! hope you're enjoying your Saturday 
0,Aw ill be at graduation next year 
1,"@StephenBoudreau Aww man, happy anniversary!  - You are a ninja."
1,@gemeg Yea. 
1,@lisalf how did your interview go? 
1,@Muadgib Just relaxing mate. Wanna come over and hear tales of high adventure over a few beers? 
1,Just sent a father's day ecard for my father! Good thing the ecard was from hallmark so it means it will be sent on father's day! 
0,@tamieelyn I am lost. Please help me find a good home. 
1,100th update.... yeah... im pretty good at this twitter thing..         
1,@FtWashMDExport   Most Defenitely
1,At the twins.. chillin like a villan 
0,"@sonyaso sorry, no tweet yesterday evening, 'cause no connection... "
0,@thecraigmorris Sorry the phone died  x
0,"@donotrefreeze I am kinda sad..will have nothing to look forward to... also,no passionate debates... alas! bgt is over  "
1,http://twitpic.com/7j3bg - This is my favorite picture ever 
1,The Broken Family Band really are quite amazing 
1,"Just woke upp bout to go take my us history+eng 3 exam, then come home at 1! "
0,linkin park it's not what it used to be  it's such a shame...
0,@x_silentchaos hey im really sorry but my computer keeps freezing up and i keep loosing my progress. this might have to be delayed a day 
